1245.117	1254.883
1088.867	1318.359
1464.844	1240.234
1127.930	1240.234
1289.062	1240.234
1445.312	1225.586
1025.391	1230.469
1347.656	1225.586
1328.125	1293.945
1015.625	1235.352
1411.133	1230.469
1250.000	1240.234
1176.758	1210.937
1435.547	1250.000
1049.805	1225.586
1274.414	1250.000
1367.187	1181.641
1000.977	1215.820
1367.187	1215.820
1196.289	1337.891
1059.570	1225.586
1430.664	1220.703
1069.336	1220.703
1132.812	1220.703
1435.547	1225.586
1005.859	1538.086
1372.070	1235.352
1293.945	1230.469
1015.625	1210.937
1401.367	1220.703
1123.047	1230.469
1093.750	1225.586
1411.133	1245.117
1015.625	1215.820
1235.352	1220.703
1333.008	1215.820
976.562	1210.937
1362.305	1220.703
1191.406	1279.297
1054.687	1225.586
1420.898	1215.820
1157.227	1220.703
1191.406	1225.586
1386.719	1225.586
996.094	1225.586
1347.656	1225.586
1303.711	1220.703
1025.391	1220.703
1411.133	1220.703
1137.695	1250.000
1113.281	1225.586
1630.859	1215.820
1118.164	1464.844
1264.648	1279.297
1347.656	1220.703
986.328	1215.820
1455.078	1235.352
1220.703	1225.586
1059.570	1230.469
1430.664	1381.836
1069.336	1220.703
1176.758	1215.820
1386.719	1206.055
1054.687	1220.703
1596.680	1220.703
1367.187	1230.469
1044.922	1230.469
1440.430	1225.586
1147.461	1235.352
1113.281	1220.703
1425.781	1245.117
1079.102	1240.234
1269.531	1235.352
1362.305	1323.242
1010.742	1254.883
1391.602	1250.000
1230.469	1254.883
1074.219	1362.305
1455.078	1254.883
1108.398	1254.883
1269.531	1259.766
1455.078	1269.531
1040.039	1269.531
1357.422	1206.055
1323.242	1259.766
1054.687	1264.648
1459.961	1503.906
1181.641	1298.828
1147.461	1289.062
1474.609	1259.766
1074.219	1308.594
1298.828	1279.297
1650.391	1269.531
1132.812	1274.414
1450.195	1289.062
1274.414	1274.414
1123.047	1318.359
1494.141	1279.297
1132.812	1293.945
1464.844	1337.891
1538.086	1289.062
1083.984	1298.828
1381.836	1289.062
1337.891	1274.414
1054.687	1298.828
1464.844	1298.828
1196.289	1289.062
1171.875	1289.062
1489.258	1269.531
1088.867	1308.594
1308.594	1289.062
1406.250	1289.062
1098.633	1289.062
1445.312	1289.062
1274.414	1274.414
1123.047	1284.180
1499.023	1284.180
1137.695	1289.062
1240.234	1318.359
1567.383	1289.062
1328.125	1284.180
1464.844	1274.414
1376.953	1284.180
1083.984	1293.945
1474.609	1284.180
1201.172	1269.531
1162.109	1289.062
1484.375	1279.297
1083.984	1284.180
1298.828	1284.180
1396.484	1259.766
1054.687	1279.297
1416.016	1284.180
1357.422	1293.945
1152.344	1284.180
1503.906	1303.711
1113.281	1274.414
1220.703	1284.180
1445.312	1284.180
1064.453	1289.062
1376.953	1284.180
1352.539	1274.414
1079.102	1284.180
1464.844	1289.062
1191.406	1284.180
1166.992	1274.414
1484.375	1254.883
1318.359	1245.117
1396.484	1474.609
1416.016	1254.883
1030.273	1259.766
1396.484	1250.000
1235.352	1279.297
1059.570	1250.000
1420.898	1235.352
1074.219	1630.859
1176.758	1245.117
1450.195	1240.234
1030.273	1245.117
1323.242	1225.586
1289.062	1220.703
1030.273	1235.352
1406.250	1235.352
1132.812	1220.703
1113.281	1230.469
1416.016	1220.703
1015.625	1250.000
1240.234	1235.352
1362.305	1230.469
1005.859	1298.828
1362.305	1215.820
1201.172	1215.820
1049.805	1220.703
1440.430	1210.937
1074.219	1235.352
1171.875	1230.469
1372.070	1215.820
991.211	1289.062
1308.594	1225.586
1279.297	1225.586
1020.508	1220.703
1406.250	1210.937
1123.047	1577.148
1098.633	1220.703
1406.250	1293.945
1035.156	1215.820
1240.234	1210.937
1323.242	1210.937
976.562	1215.820
1352.539	1269.531
1181.641	1176.758
1049.805	1206.055
1406.250	1210.937
1049.805	1367.187
1162.109	1264.648
1376.953	1230.469
991.211	1181.641
1308.594	1220.703
1269.531	1210.937
1000.977	1210.937
1386.719	1215.820
1118.164	1215.820
1108.398	1220.703
1406.250	1225.586
1005.859	1220.703
1225.586	1206.055
1342.773	1230.469
991.211	1220.703
1357.422	1210.937
1225.586	1450.195
1049.805	1333.008
1411.133	1206.055
1044.922	1220.703
1162.109	1230.469
1376.953	1210.937
991.211	1210.937
1298.828	1215.820
1264.648	1210.937
1005.859	1220.703
1401.367	1215.820
1137.695	1215.820
1147.461	1215.820
1606.445	1621.094
1098.633	1157.227
1284.180	1225.586
1347.656	1225.586
1005.859	1254.883
1372.070	1250.000
1254.883	1254.883
1083.984	1206.055
1450.195	1245.117
1088.867	1250.000
1196.289	1264.648
1401.367	1264.648
1020.508	1254.883
1342.773	1240.234
1250.000	1445.312
1020.508	1264.648
1425.781	1264.648
1152.344	1250.000
1142.578	1259.766
1445.312	1274.414
1054.687	1274.414
1289.062	1323.242
1376.953	1279.297
1040.039	1264.648
1411.133	1250.000
1274.414	1298.828
1337.891	1279.297
1557.617	1269.531
1088.867	1240.234
1215.820	1347.656
1425.781	1264.648
1079.102	1289.062
1391.602	1298.828
1333.008	1284.180
1054.687	1289.062
1455.078	1284.180
1196.289	1289.062
1196.289	1289.062
1464.844	1367.187
1074.219	1269.531
1308.594	1289.062
1396.484	1284.180
1054.687	1293.945
1499.023	1293.945
1284.180	1293.945
1132.812	1284.180
1459.961	1298.828
1274.414	1293.945
1289.062	1293.945
1508.789	1303.711
1064.453	1293.945
1435.547	1259.766
1318.359	1298.828
1079.102	1303.711
1469.727	1293.945
1196.289	1289.062
1196.289	1298.828
1479.492	1284.180
1171.875	1293.945
1333.008	1313.477
1401.367	1293.945
1064.453	1289.062
1474.609	1401.367
1274.414	1269.531
1123.047	1293.945
1479.492	1303.711
1137.695	1298.828
1250.000	1293.945
1513.672	1308.594
1079.102	1298.828
1381.836	1298.828
1328.125	1303.711
1083.984	1323.242
1464.844	1289.062
1196.289	1279.297
1171.875	1308.594
1469.727	1298.828
1093.750	1220.703
1323.242	1289.062
1406.250	1289.062
1059.570	1328.125
1420.898	1269.531
1250.000	1513.672
1098.633	1269.531
1445.312	1259.766
1088.867	1259.766
1201.172	1264.648
1411.133	1333.008
1015.625	1250.000
1342.773	1235.352
1279.297	1230.469
1025.391	1240.234
1420.898	1250.000
1142.578	1235.352
1132.812	1333.008
1445.312	1230.469
1025.391	1352.539
1254.883	1225.586
1337.891	1240.234
1000.977	1220.703
1367.187	1225.586
1196.289	1240.234
1059.570	1230.469
1425.781	1220.703
1074.219	1230.469
1181.641	1215.820
1376.953	1215.820
1025.391	1264.648
1318.359	1250.000
1259.766	1235.352
1020.508	1210.937
1401.367	1215.820
1118.164	1215.820
1103.516	1220.703
1455.078	1206.055
1132.812	1206.055
1284.180	1679.687
1333.008	1230.469
986.328	1225.586
1362.305	1225.586
1186.523	1220.703
1054.687	1201.172
1450.195	1210.937
1059.570	1240.234
1166.992	1420.898
1376.953	1259.766
986.328	1206.055
1303.711	1225.586
1245.117	1245.117
1079.102	1289.062
1416.016	1250.000
1127.930	1220.703
1113.281	1230.469
1406.250	1220.703
1010.742	1215.820
1245.117	1210.937
1313.477	1201.172
971.680	1201.172
1347.656	1206.055
1171.875	1337.891
1044.922	1215.820
1416.016	1220.703
1064.453	1201.172
1181.641	1225.586
1367.187	1206.055
971.680	1220.703
1372.070	1337.891
1274.414	1215.820
1186.523	1201.172
1665.039	1215.820
1196.289	1225.586
1127.930	1210.937
1411.133	1206.055
1015.625	1206.055
1264.648	1372.070
1323.242	1220.703
1005.859	1220.703
1362.305	1210.937
1181.641	1220.703
1093.750	1220.703
1425.781	1235.352
1064.453	1225.586
1201.172	1240.234
1401.367	1240.234
991.211	1235.352
1328.125	1289.062
1240.234	1235.352
1015.625	1250.000
1420.898	1250.000
1147.461	1254.883
1157.227	1411.133
1435.547	1254.883
1020.508	1269.531
1274.414	1264.648
1362.305	1274.414
1035.156	1264.648
1406.250	1259.766
1225.586	1274.414
1103.516	1274.414
1459.961	1269.531
1123.047	1264.648
1245.117	1284.180
1425.781	1274.414
1040.039	1289.062
1367.187	1303.711
1328.125	1284.180
1069.336	1274.414
1513.672	1293.945
1210.937	1279.297
1440.430	1254.883
1567.383	1552.734
1118.164	1289.062
1333.008	1376.953
1396.484	1323.242
1059.570	1293.945
1445.312	1298.828
1386.719	1293.945
1171.875	1352.539
1508.789	1284.180
1113.281	1289.062
1254.883	1298.828
1435.547	1303.711
1054.687	1279.297
1376.953	1284.180
1337.891	1289.062
1074.219	1284.180
1464.844	1289.062
1191.406	1284.180
1176.758	1250.000
1484.375	1289.062
1079.102	1298.828
1323.242	1289.062
1381.836	1303.711
1098.633	1308.594
1464.844	1298.828
1269.531	1289.062
1127.930	1372.070
1499.023	1293.945
1142.578	1381.836
1293.945	1289.062
1464.844	1293.945
1069.336	1293.945
1391.602	1303.711
1347.656	1372.070
1088.867	1293.945
1484.375	1289.062
1176.758	1284.180
1171.875	1313.477
1474.609	1298.828
1088.867	1303.711
1328.125	1293.945
1401.367	1381.836
1074.219	1713.867
1445.312	1298.828
1308.594	1284.180
1142.578	1293.945
1494.141	1293.945
1123.047	1289.062
1274.414	1337.891
1435.547	1264.648
1044.922	1264.648
1367.187	1264.648
1298.828	1279.297
1049.805	1274.414
1450.195	1191.406
1181.641	1494.141
1157.227	1274.414
1445.312	1250.000
1049.805	1250.000
1357.422	1279.297
1381.836	1240.234
1025.391	1230.469
1386.719	1240.234
1206.055	1337.891
1098.633	1235.352
1445.312	1225.586
1171.875	1225.586
1220.703	1225.586
1386.719	1230.469
1000.977	1259.766
1342.773	1201.172
1230.469	1220.703
1000.977	1215.820
1396.484	1225.586
1108.398	1225.586
1113.281	1210.937
1420.898	1210.937
1030.273	1220.703
1250.000	1220.703
1318.359	1220.703
986.328	1220.703
1381.836	1206.055
1171.875	1396.484
1049.805	1215.820
1416.016	1215.820
1049.805	1210.937
1186.523	1215.820
1362.305	1215.820
981.445	1225.586
1313.477	1220.703
1245.117	1220.703
1010.742	1215.820
1401.367	1220.703
1108.398	1220.703
1113.281	1235.352
1406.250	1220.703
1020.508	1235.352
1250.000	1215.820
1313.477	1230.469
991.211	1220.703
1376.953	1245.117
1176.758	1215.820
1059.570	1215.820
1411.133	1220.703
1049.805	1220.703
1186.523	1220.703
